Claim ID,Video ID,Uploader,Video Title,Claim Type,Claim Status,Claim Origin,Claim Source,Video Views,Claim Date,ID
6Te3ubt65DY,4HU1xV2XplA,MrGvestPlays,Ultimate Vine Compilation November 2013 (Over 100 Vines),Audio/Visual,Active,Search,User Uploaded,48787,Thu Jan 09 11:55:14 PST 2014,3
XCuDysrKp3o,TV01I8NGcqo,HugeFW,"New Best VINES Compilation of November 2013 - Sexy, Funny, Epic & Huge Vine Videos",Audio/Visual,Active,Search,User Uploaded,49770,Thu Jan 09 11:22:35 PST 2014,3
InGmXtOhSoU,z2lhcKQE5ls,VineBase,Sexy Girls VINES Compilation 6 November #2013,Audio/Visual,Active,Search,User Uploaded,97127,Thu Jan 09 10:58:58 PST 2014,3
F1sYbu0TTc0,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,44469,Thu Jan 09 10:24:59 PST 2014,3
YcgTqC7OCJs,PWxqkjwUg1o,MrHugeFW,Best New VINES of December 2013 Compilation (NEW VINE VIDEOS!),Audio/Visual,Active,Search,User Uploaded,74005,Wed Jan 08 17:36:45 PST 2014,3
w6pu-5QIL80,Aju_2Mbp2BA,HugeFW,"New Best VINES Compilation of December 2014 - Sexy, Funny, Epic & Huge Vine Videos",Audio/Visual,Active,Search,User Uploaded,828240,Wed Jan 08 16:47:29 PST 2014,3
JAJK1GGtQBE,I5rm7_uJLEA,HugeVine,New Best Vines Compilation of December 2013 - Awesome Vine Videos,Audio/Visual,Active,Search,User Uploaded,6485,Wed Jan 08 13:18:12 PST 2014,3
JAHQliLJNjA,UeGQKRiXvuw,HugeVine,New Best Vines Compilation of December 2013 - Awesome Vine Videos,Audio/Visual,Active,Search,User Uploaded,39593,Wed Jan 08 12:02:37 PST 2014,3
cOvCJ2TinpU,IiuM9ziB8kE,Mr Weekly Vines - [ Best Vines ],‰÷É 75 VINES‰÷É Compilation Best Vines Of 24-25/October/2013 Funny Videos 0vine.com,Audio/Visual,Active,Search,User Uploaded,198563,Tue Jan 07 16:42:27 PST 2014,3
pKnpu0Wvx8I,yATL8dEUmaQ,AmericansTalents,Best New 6 Min VINES of OCTOBER 2013 Compilation - Epic Funny Vine Videos,Audio/Visual,Active,Search,User Uploaded,122876,Tue Jan 07 15:55:47 PST 2014,3
H15QPoGNtb8,oRtAyR50zec,AmericansTalents,Best New VINES of OCTOBER 2013 Compilation - 6 Min Epic Funny Vine Videos,Audio/Visual,Active,Search,User Uploaded,11771,Tue Jan 07 15:47:27 PST 2014,3
ZELD3ja720w,Jpjvl7C-Ag4,bestof vinescompilation,Best VINES of October 2013 Compilation,Audio/Visual,Active,Search,User Uploaded,348395,Tue Jan 07 14:00:00 PST 2014,3
mTE_Yi5tW2I,ob22Sd3R7Rs,PicFailWin,6 Min New Best Vines Compilation October 2013 - Best of Vine,Audio/Visual,Active,Search,User Uploaded,12791,Tue Jan 07 13:12:42 PST 2014,3
THmvf0Zj6wk,AEaRM8SvlXQ,PicFailWin,New Best Vines Compilation October 2013 - Best of Vine,Audio/Visual,Active,Search,User Uploaded,90059,Mon Jan 06 16:24:27 PST 2014,3
ugj_uADHcVc,NkCBC1ZVRxo,Mr Weekly Vines - [ Best Vines ],‰÷É80 VINES ‰÷É Compilation Best Vines Of 10-11/October/2013 Funny Videos 0vine.com,Audio/Visual,Active,Search,User Uploaded,150337,Mon Jan 06 11:00:21 PST 2014,3
cSdEIaSTHrk,i7OM5KaTgLg,Lezap SpiOn,Best VINES of SEPTEMBER 2013 Compilation (77 VINES),Audio/Visual,Active,Search,User Uploaded,158395,Fri Jan 03 17:09:38 PST 2014,3
3DEsJUc51_c,mnkriQ6gw4w,Mr Weekly Vines - [ Best Vines ],‰÷É110 VINES ‰÷É Compilation Best Vines Of 07/October/2013 Funny Videos 0vine.com,Audio/Visual,Active,Search,User Uploaded,219307,Fri Jan 03 14:02:56 PST 2014,3
gDpoiPGB3c0,sL59zkERAPQ,Top Viners,Ultimate Amymarie Gaertner Vine Compilation - All Vines (67 Vines) - Top Viners ‰ÏÓ,Audio/Visual,Active,Search,User Uploaded,208389,Fri Jan 03 12:49:39 PST 2014,3
TpSKTP8IcSU,Ppry9h_lbSg,DailyBestVideos,BEST VINES OF JANUARY 2014 (VINE COMPILATION),Audio/Visual,Active,Search,User Uploaded,139951,Thu Jan 02 11:09:15 PST 2014,3
oAVBeKy5LyA,1u6Z2DCZ48I,VinesDepot - Best Vine Compilation,(3hrs) Ultimate BEST VINE 2013 Compilation (December Vine Compilation),Audio/Visual,Active,Search,User Uploaded,5105717,Tue Dec 24 08:31:32 PST 2013,3
-0IdsNCrQdM,svTzxzJzqkA,FailWinRU,New Best Vines of December 2013 Compilation (Funny Vine Videos),Audio/Visual,Active,Search,User Uploaded,3515013,Mon Dec 23 14:43:42 PST 2013,3
yY5MZvvwQ7M, -pLQAWHBQ4U,LongestVines,11 MINUTE DECEMBER VINE COMPILATION! BEST NEW VINES OF DECEMBER 2013!,Audio/Visual,Active,Search,User Uploaded,1410676,Mon Dec 23 00:38:28 PST 2013,3
Mcmjn4MKSSg,mIwnXapK4O0,pLaceTVi,Best Of Vines Compilation September 2013 | Ultimate Vine,Audio/Visual,Active,Search,User Uploaded,29881,Fri Dec 20 12:09:55 PST 2013,3
lJsbPifjXGM,XoMHDSKJ4Ck,KillerBunny,BEST VINES Compilation September 2013! NEW Vines September 2013! No:3,Audio/Visual,Active,Search,User Uploaded,22164,Fri Dec 20 11:49:36 PST 2013,3
jRMfsJK7Y-A,jgUlCwqKgO8,HumorHome,Extreme Vine Compilation 300 Vines! (BEST OF 2013),Audio/Visual,Active,Search,User Uploaded,500122,Thu Dec 19 18:20:32 PST 2013,3
o6d7YYTRNzE,GsVDuN6Npbc,BestVines,Best VINES Compilation September 2013 | DAY 15 by VinesArchive,Audio/Visual,Active,Search,User Uploaded,18696,Thu Dec 19 17:00:11 PST 2013,3
uBMZ7v49Iko,zNUnuw8P19U,FailureHome,Extreme Vine Compilation 300 Vines! (BEST OF 2013),Audio/Visual,Active,Search,User Uploaded,408340,Thu Dec 19 15:57:07 PST 2013,3
2hWhs-suh5g,vWiR4XhWFwg,Mr Weekly Vines - [ Best Vines ],‰÷É110 VINES ‰÷É Compilation Best Vines Of 03/October/2013  Only the best vine 0vine.com,Audio/Visual,Active,Search,User Uploaded,180271,Thu Dec 19 12:58:47 PST 2013,3
YluTltsmYOY,cyOo-JoPZ08,BestVineVideos,Best VINES of October 2013 Compilation! (400 VINES),Audio/Visual,Active,Search,User Uploaded,557736,Wed Dec 18 12:31:04 PST 2013,3
WKQ07qdwmmE,w1fn-XKi550,Quick VINES Compilation,BEST VINES of December 2013 Compilation!! - Week #2,Audio/Visual,Active,Search,User Uploaded,98449,Wed Dec 18 10:49:10 PST 2013,3
UAMHLoVUG8c,VlBqFXjwa1A,pLaceTVi,The BEST VINES OF 2013 Compilation! 600 VINES OF 2013,Audio/Visual,Active,Search,User Uploaded,1674129,Tue Dec 17 16:17:02 PST 2013,3
H7B879H4rjw,NcZwH1fchnw,buzzvines,"Best Vines of the Year 2013 Compilation (1200+ Vines) ""Worlds Biggest """,Audio/Visual,Active,Search,User Uploaded,4628187,Tue Dec 17 12:43:18 PST 2013,3
Z27ygt__di4,07y_KvMGFFQ,UsaVine / Fail Channel,‰÷É 81 VINES ‰÷ÉBest Compilation Of Vines December/2013,Audio/Visual,Active,Search,User Uploaded,382060,Thu Dec 12 16:37:25 PST 2013,3
xDX90x69854,hb5dkEi7Z2Q,UsaVine / Fail Channel,‰÷É 59 VINES ‰÷É Best Compilation Of Vines December/2013,Audio/Visual,Active,Search,User Uploaded,59662,Thu Dec 12 16:21:13 PST 2013,3
m22Htnr6seA,w1Nija8l5WE,Crypto Talk,Vine October 2013 - Week 3 (NEW) Best Vines Compilation!,Audio/Visual,Active,Search,User Uploaded,167418,Thu Dec 12 14:51:20 PST 2013,3
TyMY0DU-5qM,FHstQVSIep4,Crypto Talk,Vine November 2013 - Week 1 - Best Vine Compilation!,Audio/Visual,Active,Search,User Uploaded,132684,Thu Dec 12 14:41:17 PST 2013,3
fZcLzCWE_Og,QcoBkeAeAMI,Best Short Videos,Best Vines Compilation of September 2013 #1,Audio/Visual,Active,Search,User Uploaded,8199,Thu Dec 12 11:58:15 PST 2013,3
HiTD8_JR03s,zNO0pa58PfQ,UsaVine / Fail Channel,‰÷É 57 VINES ‰÷É Best Compilation Of Vines December/2013,Audio/Visual,Active,Search,User Uploaded,93486,Thu Dec 12 10:50:02 PST 2013,3
ubRGPwWxat0,HoT8YUivrmI,buzzvines,Sexy Dance Vine Compilation - September 2013 (Amymarie Gaertner),Audio/Visual,Active,Search,User Uploaded,1887317,Wed Dec 11 12:43:51 PST 2013,3
nwxHwj6ZsUQ,5moa_S4NSEY,RusVineArmy,RusVineArmy #59 | VINE Compilation,Audio/Visual,Active,Search,User Uploaded,4265,Mon Mar 17 10:22:51 PDT 2014,3
lPJU6sLnZ54,WeP4jF3WBpY,SpotVine,BEST OF SEXY & HOT VINES COMPILATION #3 2014,Audio/Visual,Active,Search,User Uploaded,28138,Tue Mar 11 17:59:37 PDT 2014,3
tWOUWm_ZQKk,CYXKTXkUg20,Vine Compilations,Best Vines Compilation of January 2014!,Audio/Visual,Active,Search,User Uploaded,612543,Tue Mar 11 12:37:55 PDT 2014,3
GSqkehsMDAI,VsJ7L6QJyKw,worldoffvines,Best Vines of November 2013 - Compilation Part 6 (77 Total),Audio/Visual,Active,Search,User Uploaded,46577,Fri Feb 28 12:58:52 PST 2014,3
Rnjq0scLqdY,LgJeK9mh8I8,Best Vines,Greatest Vines Compilation February 2014 The Best Vines Week 4,Audio/Visual,Active,Search,User Uploaded,5312,Tue Feb 18 14:25:34 PST 2014,3
trIcY1LRWsg,xRXBNtDNv58,Vines Channel,Best VINES Videos  - EPIC COMPILATION!,Audio/Visual,Active,Search,User Uploaded,249168,Tue Feb 04 17:46:39 PST 2014,3
Dg4B43VCUfI,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:36:11 PST 2014,3
ussu8ZIBHUc,kygP2105emQ,UsaVine / Fail Channel,Best November Vines Compilation 2013 / Funny Vine Videos,Audio/Visual,Active,Search,User Uploaded,75572,Fri Jan 24 17:37:21 PST 2014,3
7nba9eD-HMA,b9DJ163UkVM,4best,BEST VINES OF ALL TIME COMPILATION +2 HOURS [+1500 VINES] BEST VINES DECEMBER!,Audio/Visual,Active,Search,User Uploaded,21754,Thu Jan 16 14:31:39 PST 2014,3
Iiw8AtXh78c,rZP-lehMi-Q,FleX Cinema,Best Vines of the Week - DECEMBER 2013 - WEEK 1,Audio/Visual,Active,Search,User Uploaded,38883,Wed Jan 15 18:25:28 PST 2014,3
LZr1ybjbMhY,l7CsDzx1oLU,Mr Weekly Vines - [ Best Vines ],‰÷É1H‰÷É Compilation Funny Vines of october 2013 PART 1 Funny Videos 0vine.com,Audio/Visual,Active,Search,User Uploaded,2483061,Tue Jan 14 12:10:03 PST 2014,3
9SeJD8hypS8,NYs2TPLjKnI,Vine,Vine Comp Of The Week Teyana Taylor Twerking Deelishis Terio Dancing To Chief Keef ETC!,Audio/Visual,Active,Search,User Uploaded,386798,Thu Jan 09 17:21:18 PST 2014,3
1cf2bouh7WY,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,42420,Thu Jan 09 10:25:21 PST 2014,3
uuJadM75e94,PWxqkjwUg1o,MrHugeFW,Best New VINES of December 2013 Compilation (NEW VINE VIDEOS!),Audio/Visual,Active,Search,User Uploaded,74005,Wed Jan 08 17:37:54 PST 2014,3
dCNw6hUqbOI,Aju_2Mbp2BA,HugeFW,"New Best VINES Compilation of December 2014 - Sexy, Funny, Epic & Huge Vine Videos",Audio/Visual,Active,Search,User Uploaded,828240,Wed Jan 08 16:52:23 PST 2014,3
3bj4eCzqfzA,I5rm7_uJLEA,HugeVine,New Best Vines Compilation of December 2013 - Awesome Vine Videos,Audio/Visual,Active,Search,User Uploaded,6485,Wed Jan 08 13:20:37 PST 2014,3
7W9mEeB2Lfc,UeGQKRiXvuw,HugeVine,New Best Vines Compilation of December 2013 - Awesome Vine Videos,Audio/Visual,Active,Search,User Uploaded,39593,Wed Jan 08 12:03:52 PST 2014,3
AZJ9XYIumOQ,sL59zkERAPQ,Top Viners,Ultimate Amymarie Gaertner Vine Compilation - All Vines (67 Vines) - Top Viners ‰ÏÓ,Audio/Visual,Active,Search,User Uploaded,208389,Fri Jan 03 12:49:54 PST 2014,3
f-XHSr5h2w8,1u6Z2DCZ48I,VinesDepot - Best Vine Compilation,(3hrs) Ultimate BEST VINE 2013 Compilation (December Vine Compilation),Audio/Visual,Active,Search,User Uploaded,5105717,Tue Dec 24 20:46:44 PST 2013,3
hpM3yuoGNz4,mIwnXapK4O0,pLaceTVi,Best Of Vines Compilation September 2013 | Ultimate Vine,Audio/Visual,Active,Search,User Uploaded,29881,Fri Dec 20 12:10:58 PST 2013,3
YZlOGWxZslE,XoMHDSKJ4Ck,KillerBunny,BEST VINES Compilation September 2013! NEW Vines September 2013! No:3,Audio/Visual,Active,Search,User Uploaded,22164,Fri Dec 20 11:51:25 PST 2013,3
vOLBVr-DnM0,VlBqFXjwa1A,pLaceTVi,The BEST VINES OF 2013 Compilation! 600 VINES OF 2013,Audio/Visual,Active,Search,User Uploaded,1674129,Wed Dec 18 11:42:55 PST 2013,3
JOn53KvmazI,NcZwH1fchnw,buzzvines,"Best Vines of the Year 2013 Compilation (1200+ Vines) ""Worlds Biggest """,Audio/Visual,Active,Search,User Uploaded,4628187,Tue Dec 17 12:43:33 PST 2013,3
PVI3lnSwQdo,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:36:21 PST 2014,3
YBmNDcpGubk,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,44469,Thu Jan 09 10:25:31 PST 2014,3
7OTKMD6lRqo,sL59zkERAPQ,Top Viners,Ultimate Amymarie Gaertner Vine Compilation - All Vines (67 Vines) - Top Viners ‰ÏÓ,Audio/Visual,Active,Search,User Uploaded,208389,Fri Jan 03 12:50:04 PST 2014,3
fonMArWl81A,1u6Z2DCZ48I,VinesDepot - Best Vine Compilation,(3hrs) Ultimate BEST VINE 2013 Compilation (December Vine Compilation),Audio/Visual,Active,Search,User Uploaded,5105717,Tue Dec 24 20:50:04 PST 2013,3
OAO8Nxf8Ta0,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:36:32 PST 2014,3
pcXCF7m6cys,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,44469,Thu Jan 09 10:25:39 PST 2014,3
wm0SMYZWbms,sL59zkERAPQ,Top Viners,Ultimate Amymarie Gaertner Vine Compilation - All Vines (67 Vines) - Top Viners ‰ÏÓ,Audio/Visual,Active,Search,User Uploaded,208389,Fri Jan 03 12:50:13 PST 2014,3
CI1YOCrodpY,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:36:49 PST 2014,3
XCrZl4kN7UU,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,44469,Thu Jan 09 10:26:27 PST 2014,3
efGr8HOLOHQ,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:37:03 PST 2014,3
H9057SY978o,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,44469,Thu Jan 09 10:28:00 PST 2014,3
VRrir-gE9PU,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:37:14 PST 2014,3
cS8iGZNLRGM,nHIcoJmHq4k,CzarMichal,Sexiest Dancing Vine Compilation 2013 (HD),Audio/Visual,Active,Search,User Uploaded,44469,Thu Jan 09 10:29:09 PST 2014,3
YlpV_5zF2rk,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:38:13 PST 2014,3
D-msO-ecBP4,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:38:53 PST 2014,3
fltDiBYb2UA,ZK2zvwOpp-w,RusVineArmy,RusVineArmy #28 | Amymarie Gaether Dance Vine Compilation,Audio/Visual,Active,Search,User Uploaded,6473,Tue Feb 04 10:39:38 PST 2014,3
PWjJkkDBeLg,bfurCv2z5S8,BestVineCompilations,*NEW* Extreme Vine Compilation March 2014 - BEST NEW VINES - Funniest Vines of 2014,Audio/Visual,Active,Search,User Uploaded,9373,Fri Mar 21 10:04:39 PDT 2014,2
zy_SfzMc_OU,yIfuRKAlc9o,Vine Compilations,Funny VINES Compilation 2014! w/Titles! March Ep. 5,Audio/Visual,Active,Search,User Uploaded,45968,Fri Mar 21 08:27:07 PDT 2014,2
DyXLzVEgIJ4,UxwpDOKZt94,YackleTV,Funniest Vines Compilation 2014 - Best Vine Videos - March 2014 Video- Funny Vines,Audio/Visual,Active,Search,User Uploaded,41838,Tue Mar 11 15:46:11 PDT 2014,2
GCo-AFbw0WI,CYXKTXkUg20,Vine Compilations,Best Vines Compilation of January 2014!,Audio/Visual,Active,Search,User Uploaded,612543,Tue Mar 11 12:37:19 PDT 2014,2
bbXl7E5zne4,u8ltNJ73HGY,TheHalfwayMainstream,Funniest Vines Compilation 2014 - Best Vine Videos - March 2014 Video- Funny Vines,Audio/Visual,Active,Search,User Uploaded,99489,Mon Mar 10 11:26:13 PDT 2014,2
zhjCmGb98zM,sxQr88cAA30,TheHalfwayMainstream,Funniest Vines Compilation 2014 - Best Vine Videos - March 2014 Video- Funny Vines,Audio/Visual,Active,Search,User Uploaded,117997,Sun Mar 09 14:22:02 PDT 2014,2
B_HkhBJosTE,scnDCxwYrMo,Vines Army,äÖƒ BEST VINES OF MARCH 2014 - Funny NEW Vines,Audio/Visual,Active,Search,User Uploaded,71140,Mon Mar 03 12:42:02 PST 2014,2
wpPS8yyIJ4w,Gq1GrOQ2-uE,Vinedrobe.Co,"Vine Dailyä‹¢ ä„‹ Thursday, February 13th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,4552,Fri Feb 28 17:25:43 PST 2014,2
f4CJVntYdvU,2x_MmkomlXw,buzzvines,*NEW* Vines Compilation 2014 - Best Vines Compilation - Funniest Vines 2014 - February 2014 HD,Audio/Visual,Active,Search,User Uploaded,1658216,Wed Feb 26 18:14:47 PST 2014,2
zGdq0e5_tKI,I3ryU_p1Y74,Best Vines,"Vine Dailyä‹¢ ä„‹ Tuesday, February 11th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,654,Wed Feb 26 11:44:13 PST 2014,2
bsX4Q0PF-uE,Gone_-9J7jo,VineDaily,"Vine Dailyä‹¢ ä„‹ Tuesday, February 25th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,53536,Tue Feb 25 15:32:39 PST 2014,2
AxVd4MBANEw,KhBSon7H2S0,Best Vines,"Vine Dailyä‹¢ ä„‹ Tuesday, February 25th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,1567,Tue Feb 25 14:46:02 PST 2014,2
T9V8fhis3TY,GjdGFhsQvdc,Best Vines,BEST VINES of February (99 Vines) Week 3! | (The Best Vine Compilation),Audio/Visual,Active,Search,User Uploaded,2151,Mon Feb 24 17:33:58 PST 2014,2
NCHd9E2-d-4,hC93jgeYGBM,Best Vines,"Vine Dailyä‹¢ ä„‹ Friday, February 21st, 2014",Audio/Visual,Active,Search,User Uploaded,1792,Mon Feb 24 15:45:45 PST 2014,2
GC3YTBcN_P4,r7R0GbxR7MQ,TheHalfwayMainstream,Funniest Vines Compilation 2014 - Best Vine Videos - March 2014 Video- Funny Vines,Audio/Visual,Active,Search,User Uploaded,17562,Mon Feb 24 15:21:25 PST 2014,2
fMwRdnIlQuw,ppOaADETZGE,VineDaily,"Vine Dailyä‹¢ ä„‹ Friday, February 21st, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,51318,Fri Feb 21 14:27:07 PST 2014,2
vSrpkPbDD0Q,2LILB2JdPKQ,WeVineCompilation,Funniest Vines Compilation 2014 Week Video Ep.2 - Funny Vines,Audio/Visual,Active,Search,User Uploaded,300,Fri Feb 21 14:20:13 PST 2014,2
oJn9W3qcvyg,pENA7vbQHwI,Best Vines,"Vine Dailyä‹¢ ä„‹ Tuesday, February 20th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,2135,Fri Feb 21 10:37:37 PST 2014,2
5e1dSGRSkCE,kBgLQaI5k4k,VineDaily,"Vine Dailyä‹¢ ä„‹ Thursday, February 20th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,30106,Thu Feb 20 14:34:15 PST 2014,2
zgiCxlm6CAQ,KVSkohYHz9E,dweebmodeON: Best VINES Compilations & More!,Best VINES Compilation 2014: Funniest Vines of the Week (February New),Audio/Visual,Active,Search,User Uploaded,126880,Tue Feb 18 13:56:10 PST 2014,2
_HfwbwPm1Zk,3CI7vhUTcr0,Vine Compilations,TOP VINES Compilation 2014! Funniest Vines of February! (NEW!),Audio/Visual,Active,Search,User Uploaded,63703,Tue Feb 18 11:53:54 PST 2014,2
JsysKLdG_Eo,R0oQkRet7gQ,VineDaily,"Vine Dailyä‹¢ ä„‹ Thursday, February 13th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,114824,Thu Feb 13 11:17:04 PST 2014,2
SfReCbjDoAc,LswwWUCx66I,VineDaily,"Vine Dailyä‹¢ ä„‹ Tuesday, February 11th, 2014 äÖƒ Vine Compilation",Audio/Visual,Active,Search,User Uploaded,21682,Wed Feb 12 15:40:39 PST 2014,2
XN_NG5YjCRI,jpJxTgbiF4U,WeVineCompilation,Funniest Vines Compilation 2014 February Video Ep.5 - Funny Vines,Audio/Visual,Active,Search,User Uploaded,24,Tue Feb 11 14:12:45 PST 2014,2
SoUjs6yXqT4,0WVnzJqNy-o,Vine,The Best Of Vine Compilation 2014 Epic Funny Vines (Part 6) February 2014,Audio/Visual,Active,Search,User Uploaded,7551,Tue Feb 11 11:47:37 PST 2014,2
rXVUNOw310E,XwF5r3oQFjY,WeVineCompilation,Funniest Vines Compilation 2014 February Video Ep.4 - Funny Vines,Audio/Visual,Active,Search,User Uploaded,301,Mon Feb 10 12:27:27 PST 2014,2
oG0gHnn1cc4,vsR20lIEiFY,WSHH,Vine Compilation Of The Week: Pt 37! äÖÊ (WorldStarHipHop) January 2014,Audio/Visual,Active,Search,User Uploaded,5939,Fri Jan 24 10:39:27 PST 2014,2
ydu4cwDdcMk,QqfIiSfYLXM,Best Vines,Best of VINES Compilation January 2014 (+100 VINES),Audio/Visual,Active,Search,User Uploaded,2915,Wed Jan 22 11:38:47 PST 2014,2
aih1ggRFJuM,slc4GOLXUag,TheHalfwayMainstream,Funniest Vines Compilation 2014 / 2013 - Best Vine Videos - January 2014 Video - Funny Vines,Audio/Visual,Active,Search,User Uploaded,252229,Mon Jan 20 15:37:39 PST 2014,2
zkyXVmCfA98,u1Wz9JpwQxw,LongestVines,ULTIMATE DECEMBER 2013 VINE COMPILATION! 6 MINUTE OF NEW VINES!,Audio/Visual,Active,Search,User Uploaded,161406,Fri Jan 17 17:31:05 PST 2014,2